 kx | ky | kz | Total energy (eV / atom)
    1     1     1  -7.654187397614e+02
    2     2     2  -7.655353145849e+02
    3     3     3  -7.657713132873e+02
    4     4     4  -7.658934549481e+02
    5     5     5  -7.659081691263e+02
    6     6     6  -7.659022405191e+02
    7     7     7  -7.658941047804e+02
    8     8     8  -7.658932696783e+02
    9     9     9  -7.658900014325e+02
   10    10    10  -7.658951688745e+02
   11    11    11  -7.658986659757e+02
   12    12    12  -7.658991366014e+02
