 kx | ky | kz | Total energy (eV / atom)
    3     3     1  -5.683742137020e+03
    4     4     2  -5.684981217376e+03
    5     5     2  -5.684746221701e+03
    6     6     3  -5.684848392138e+03
    7     7     3  -5.684885866763e+03
    8     8     4  -5.684842353835e+03
    9     9     4  -5.684829429780e+03
   10    10     5  -5.684864702112e+03
   11    11     5  -5.684845748555e+03
   12    12     6  -5.684853567306e+03
   13    13     6  -5.684863556177e+03
   14    14     6  -5.684844704409e+03
   15    15     7  -5.684859105731e+03
   16    16     7  -5.684858188962e+03
   17    17     8  -5.684852704261e+03
