 kx | ky | kz | Total energy (eV / atom)
    3     3     3  -1.244029582237e+03
    4     4     4  -1.243918074893e+03
    5     5     5  -1.243975609040e+03
    6     6     6  -1.243944103589e+03
    7     7     7  -1.243957607348e+03
    8     8     8  -1.243949898257e+03
    9     9     9  -1.243951049146e+03
   10    10    10  -1.243951757715e+03
