 kx | ky | kz | Total energy (eV / atom)
    1     1     1  -1.699445005996e+03
    2     2     2  -1.696030676216e+03
    3     3     3  -1.696209119359e+03
    4     4     4  -1.696416245040e+03
    5     5     5  -1.696349419058e+03
    6     6     6  -1.696372285455e+03
    7     7     7  -1.696340384757e+03
    8     8     8  -1.696359412434e+03
    9     9     9  -1.696359671747e+03
   10    10    10  -1.696355802490e+03
   11    11    11  -1.696352672176e+03
   12    12    12  -1.696356557294e+03
