 kx | ky | kz | Total energy (eV / atom)
    3     3     1  -2.475131850016e+03
    4     4     1  -2.475097335823e+03
    5     5     2  -2.475029644552e+03
    6     6     2  -2.475022210068e+03
    7     7     2  -2.475018147456e+03
    8     8     3  -2.475021640536e+03
