 kx | ky | kz | Total energy (eV / atom)
    1     1     1  -4.537138577472e+03
    2     2     2  -4.536974522804e+03
    3     3     3  -4.537344613767e+03
    3     3     4  -4.537390682256e+03
    4     4     5  -4.537401677776e+03
    5     5     6  -4.537384390556e+03
    6     6     7  -4.537375009670e+03
    7     7     8  -4.537374358626e+03
    8     8     9  -4.537373706188e+03
    9     9    10  -4.537374321511e+03
   10    10    11  -4.537375463513e+03
