 kx | ky | kz | Total energy (eV / atom)
    1     1     1  -1.910964862768e+03
    2     2     2  -1.911522866589e+03
    3     3     3  -1.911733100642e+03
    4     4     4  -1.911764968585e+03
    5     5     5  -1.911726155559e+03
    6     6     6  -1.911706600009e+03
    7     7     7  -1.911732491284e+03
    8     8     8  -1.911740767336e+03
    9     9     9  -1.911744070024e+03
   10    10    10  -1.911743821418e+03
   11    11    11  -1.911737710592e+03
   12    12    12  -1.911734532474e+03
   13    13    13  -1.911738779057e+03
   14    14    14  -1.911740128610e+03
