 kx | ky | kz | Total energy (eV / atom)
    3     3     2  -6.693822704976e+03
    4     4     2  -6.693834971002e+03
    5     5     3  -6.693866210492e+03
    6     6     3  -6.693916536250e+03
    7     7     4  -6.693898220100e+03
    8     8     4  -6.693891097634e+03
    9     9     5  -6.693895782740e+03
   10    10     6  -6.693901973319e+03
   11    11     6  -6.693901473406e+03
