 kx | ky | kz | Total energy (eV / atom)
    3     3     1  -5.687197291134e+03
    4     4     2  -5.688497294228e+03
    5     5     2  -5.688252089539e+03
    6     6     3  -5.688351874784e+03
    7     7     3  -5.688384982013e+03
    8     8     4  -5.688341874476e+03
    9     9     4  -5.688331548785e+03
   10    10     5  -5.688365556884e+03
   11    11     5  -5.688347226921e+03
   12    12     6  -5.688354308629e+03
   13    13     6  -5.688365226531e+03
   14    14     6  -5.688345625592e+03
   15    15     7  -5.688360848806e+03
   16    16     7  -5.688359811279e+03
   17    17     8  -5.688353662270e+03
   18    18     8  -5.688358223508e+03
