 kx | ky | kz | Total energy (eV / atom)
    3     3     3  -1.911498507966e+03
    4     4     4  -1.911529994891e+03
    5     5     5  -1.911485832448e+03
    6     6     6  -1.911470195802e+03
    7     7     7  -1.911491295514e+03
    8     8     8  -1.911497908067e+03
