Resolution (Bohr) | Total energy (eV / atom)
         0.500000  -6.689602218670e+03
         0.450000  -6.676847405575e+03
         0.400000  -6.682094669545e+03
         0.350000  -6.677393769161e+03
         0.300000  -6.676466697024e+03
         0.270000  -6.676222990380e+03
         0.250000  -6.676084245015e+03
         0.220000  -6.675982245135e+03
         0.200000  -6.675971433877e+03
         0.180000  -6.675970324193e+03
         0.160000  -6.675970938585e+03
         0.140000  -6.675970639392e+03
