 kx | ky | kz | Total energy (eV / atom)
    3     3     1  -4.768981299007e+03
    4     4     2  -4.769784649136e+03
    5     5     2  -4.769599691392e+03
    6     6     3  -4.769695553653e+03
    7     7     3  -4.769721210195e+03
    8     8     4  -4.769683482620e+03
    9     9     4  -4.769685075175e+03
   10    10     5  -4.769699958270e+03
   11    11     5  -4.769683962872e+03
   12    12     5  -4.769690392399e+03
   13    13     6  -4.769697843223e+03
   14    14     6  -4.769687121257e+03
   15    15     7  -4.769696698403e+03
   16    16     7  -4.769694357753e+03
   17    17     8  -4.769693544245e+03
