 kx | ky | kz | Total energy (eV / atom)
    1     1     1  -2.861193838520e+02
    2     2     2  -2.997105295196e+02
    3     3     3  -3.015414939168e+02
    4     4     4  -3.003428101504e+02
    5     5     5  -3.001080949378e+02
    6     6     6  -3.001151992315e+02
    7     7     7  -3.001916863258e+02
    8     8     8  -3.002090661917e+02
    9     9     9  -3.002133979109e+02
   10    10    10  -3.002314951328e+02
   11    11    11  -3.002368196029e+02
   12    12    12  -3.002172269519e+02
   13    13    13  -3.002201030901e+02
   14    14    14  -3.002289491529e+02
   15    15    15  -3.002351687432e+02
   16    16    16  -3.002302992441e+02
   17    17    17  -3.002215247425e+02
   18    18    18  -3.002186944885e+02
   19    19    19  -3.002221633911e+02
