 kx | ky | kz | Total energy (eV / atom)
    3     3     2  -2.358952702807e+03
    4     4     2  -2.359705113643e+03
    5     5     3  -2.359665327587e+03
    6     6     3  -2.359584127254e+03
    7     7     4  -2.359717437289e+03
    8     8     4  -2.359670294276e+03
    9     9     5  -2.359644995825e+03
   10    10     5  -2.359680403030e+03
   11    11     6  -2.359648308713e+03
   12    12     6  -2.359651089943e+03
   13    13     7  -2.359662433313e+03
   14    14     8  -2.359658723056e+03
   15    15     8  -2.359653902243e+03
   16    16     9  -2.359654816947e+03
   17    17     9  -2.359656444453e+03
   18    18    10  -2.359656644698e+03
