 kx | ky | kz | Total energy (eV / atom)
    3     3     2  -2.751522940095e+03
    4     4     2  -2.752139138291e+03
    5     5     3  -2.751959103633e+03
    6     6     3  -2.751923762951e+03
    7     7     4  -2.751927380506e+03
    8     8     4  -2.751975260837e+03
    9     9     5  -2.751972876703e+03
   10    10     5  -2.751953913703e+03
   11    11     6  -2.751954324642e+03
   12    12     7  -2.751964557859e+03
   13    13     7  -2.751957354892e+03
   14    14     8  -2.751957782580e+03
