 kx | ky | kz | Total energy (eV / atom)
    3     3     3  -1.960899271494e+02
    4     4     4  -1.959619271011e+02
    5     5     5  -1.960383764553e+02
    6     6     6  -1.959988885268e+02
    7     7     7  -1.960162932451e+02
    8     8     8  -1.960085505385e+02
    9     9     9  -1.960101365234e+02
   10    10    10  -1.960113115937e+02
   11    11    11  -1.960073468746e+02
   12    12    12  -1.960126111328e+02
   13    13    13  -1.960083782697e+02
   14    14    14  -1.960123547358e+02
   15    15    15  -1.960091333179e+02
   16    16    16  -1.960117178340e+02
   17    17    17  -1.960099173329e+02
   18    18    18  -1.960111715259e+02
