 kx | ky | kz | Total energy (eV / atom)
    3     3     3  -2.005945694345e+03
    4     4     4  -2.006472134987e+03
    5     5     5  -2.006420239831e+03
    6     6     6  -2.006365074036e+03
    7     7     7  -2.006344756781e+03
    8     8     8  -2.006398777450e+03
    9     9     9  -2.006388409616e+03
   10    10    10  -2.006370485425e+03
   11    11    11  -2.006376339769e+03
   12    12    12  -2.006381370234e+03
   13    13    13  -2.006378076592e+03
   14    14    14  -2.006372518261e+03
   15    15    15  -2.006377146127e+03
   16    16    16  -2.006380355629e+03
   17    17    17  -2.006376328455e+03
