Resolution (Bohr) | Total energy (eV / atom)
         0.500000  -1.245860587514e+03
         0.450000  -1.246401499878e+03
         0.400000  -1.246686444471e+03
         0.350000  -1.245335647307e+03
         0.300000  -1.244485163475e+03
         0.270000  -1.244201475538e+03
         0.250000  -1.244035193025e+03
         0.220000  -1.243956661835e+03
         0.200000  -1.243956156271e+03
         0.180000  -1.243956226109e+03
         0.160000  -1.243956149342e+03
         0.140000  -1.243956151919e+03
