 kx | ky | kz | Total energy (eV / atom)
    3     3     2  -2.755382895623e+03
    4     4     2  -2.755979567510e+03
    5     5     3  -2.755801915285e+03
    6     6     3  -2.755799051451e+03
    7     7     4  -2.755826352891e+03
    8     8     4  -2.755882864971e+03
    9     9     5  -2.755873603948e+03
   10    10     5  -2.755862129642e+03
   11    11     6  -2.755855556624e+03
   12    12     7  -2.755866046755e+03
   13    13     7  -2.755863511370e+03
   14    14     8  -2.755859553205e+03
   15    15     8  -2.755863723043e+03
