 kx | ky | kz | Total energy (eV / atom)
    2     2     1  -1.316343742442e+03
    3     3     2  -1.315898225180e+03
    4     4     2  -1.315963193227e+03
    4     4     2  -1.315963193942e+03
    5     5     3  -1.315945756508e+03
    6     6     3  -1.315965003431e+03
    7     7     4  -1.315976664586e+03
    8     8     4  -1.315974296326e+03
    9     9     5  -1.315968038518e+03
   10    10     6  -1.315968637614e+03
   11    11     6  -1.315970043767e+03
   12    12     7  -1.315969256143e+03
