 kx | ky | kz | Total energy (eV / atom)
    1     1     1  -1.918672009002e+03
    2     2     2  -1.914120778019e+03
    3     3     3  -1.914527148814e+03
    4     4     4  -1.914723596193e+03
    5     5     5  -1.914603089775e+03
    6     6     6  -1.914657730732e+03
    7     7     7  -1.914615459117e+03
    8     8     8  -1.914633010638e+03
    9     9     9  -1.914643371414e+03
   10    10    10  -1.914644847724e+03
   11    11    11  -1.914641308460e+03
   12    12    12  -1.914646102534e+03
   13    13    13  -1.914643696361e+03
