 kx | ky | kz | Total energy (eV / atom)
    3     3     3  -6.285031641514e+01
    4     4     4  -6.284408561625e+01
    5     5     5  -6.286381524698e+01
    6     6     6  -6.288186227012e+01
    7     7     7  -6.286021590701e+01
    8     8     8  -6.286658038157e+01
    9     9     9  -6.285733549886e+01
   10    10    10  -6.285617372070e+01
   11    11    11  -6.285961863270e+01
