Resolution (Bohr) | Total energy (eV / atom)
         0.500000  -1.245650444247e+03
         0.450000  -1.246380169169e+03
         0.400000  -1.246661808850e+03
         0.350000  -1.245317295025e+03
         0.300000  -1.244477568423e+03
         0.270000  -1.244192952248e+03
         0.250000  -1.244026783598e+03
         0.220000  -1.243948601111e+03
         0.200000  -1.243948135850e+03
         0.180000  -1.243948208788e+03
         0.160000  -1.243948128478e+03
         0.140000  -1.243948130767e+03
