 kx | ky | kz | Total energy (eV / atom)
    2     2     1  -1.650871026337e+03
    3     3     2  -1.650572337800e+03
    4     4     2  -1.650913265494e+03
    4     4     2  -1.650913264069e+03
    5     5     3  -1.650916175241e+03
    6     6     3  -1.650909669397e+03
    7     7     4  -1.650896089936e+03
    8     8     4  -1.650890211076e+03
    9     9     5  -1.650924225289e+03
   10    10     6  -1.650935274581e+03
   11    11     6  -1.650938083901e+03
   12    12     7  -1.650934904173e+03
