--------------------
# Delta values of ev_data_sz.txt with respect to ev_data_pw.txt (in meV/atom)
# (71 elements of 71 included)
# calculated with calcDelta.py version 3.1 
# from left to right: Delta [meV/atom] - relative Delta [%] - Delta1 [meV/atom]
--------------------
H	 28.087	 73.4	464.287 
He	 0.184	 156.3	29.448 
Li	 13.085	 111.7	144.467 
Be	 3643.705	 189.3	5116.795 
B	 33.880	 183.0	59.748 
C	 59.546	 168.9	77.311 
N	 168.324	 68.7	352.066 
O	 119.209	 69.0	366.276 
F	 35.063	 105.0	161.158 
Ne	 0.623	 184.2	55.667 
Na	 2.552	 143.3	25.495 
Mg	 719.869	 168.3	2544.773 
Al	 51.116	 124.4	135.025 
Si	 34.446	 181.8	61.773 
P	 98.314	 84.9	222.101 
S	 79.865	 113.7	157.462 
Cl	 54.829	 74.2	224.643 
Ar	 0.406	 131.7	20.203 
K	 1.538	 104.2	17.177 
Ca	 373.261	 149.5	1696.227 
Sc	 20.725	 181.7	43.526 
Ti	 13.308	 116.3	19.474 
V	 1.716	 13.3	2.027 
Cr	 11.292	 69.5	10.934 
Mn	 35.442	 171.4	36.559 
Fe	 54.462	 181.7	66.090 
Co	 72.657	 153.0	95.256 
Ni	 114.577	 126.0	177.070 
Cu	 65.133	 128.9	132.411 
Zn	 2104.265	 194.7	3669.274 
Ga	 21.861	 178.2	70.658 
Ge	 21.849	 184.4	49.134 
As	 27.148	 184.8	52.761 
Se	 28.528	 180.7	62.746 
Br	 37.501	 119.2	134.144 
Kr	 0.194	 92.4	15.164 
Rb	 1.988	 129.8	22.747 
Sr	 65.662	 55.6	382.407 
Y	 18.361	 170.7	35.534 
Zr	 14.238	 106.4	17.411 
Nb	 20.572	 107.6	17.865 
Mo	 24.633	 105.3	17.441 
Tc	 37.220	 144.7	26.383 
Ru	 51.323	 171.8	36.567 
Rh	 56.485	 184.4	49.005 
Pd	 414.273	 141.1	652.578 
Ag	 50.590	 137.9	107.932 
Cd	 887.771	 184.0	2250.181 
In	 32.318	 154.3	104.746 
Sn	 17.529	 180.2	42.309 
Sb	 41.599	 168.4	78.264 
Te	 48.821	 152.4	95.124 
I	 40.231	 119.3	130.257 
Xe	 0.057	 26.7	4.115 
Cs	 3.292	 175.5	39.387 
Ba	 170.471	 95.9	968.641 
Lu	 1175.469	 170.8	77.543 
Hf	 346.975	 73.3	258.689 
Ta	 45.566	 169.8	34.743 
W	 0.419	 1.7	0.255 
Re	 24.697	 86.8	13.909 
Os	 63.125	 169.7	35.232 
Ir	 98.102	 179.7	65.178 
Pt	 89.239	 171.0	75.936 
Au	 83.058	 134.6	113.944 
Hg	 223.717	 319.4	2911.553 
Tl	 15.179	 185.0	53.417 
Pb	 28.300	 182.6	64.102 
Bi	 27.361	 184.9	53.102 
Po	 34.128	 182.2	61.619 
Rn	 0.374	 141.0	25.547 
--------------------
np.mean  174.672	 139.8	359.056
np.std   515.908	 50.7	886.949
np.max   3643.705	 319.4	5116.795 	 (Be, Hg, Be)
np.min   0.057	 1.7	0.255 	 (Xe, W, W)
--------------------
