 kx | ky | kz | Total energy (eV / atom)
    2     2     1  -1.802064297237e+03
    3     3     2  -1.802274328494e+03
    3     3     2  -1.802274328494e+03
    5     5     3  -1.802607790488e+03
    6     6     4  -1.802622654041e+03
    7     7     5  -1.802588562539e+03
    8     8     5  -1.802603350142e+03
    9     9     6  -1.802613612833e+03
   10    10     7  -1.802620496492e+03
   11    11     7  -1.802626265139e+03
   12    12     8  -1.802628989278e+03
   13    13     8  -1.802628234004e+03
