 kx | ky | kz | Total energy (eV / atom)
    3     3     2  -2.754992511437e+03
    4     4     2  -2.755563982278e+03
    5     5     3  -2.755399666839e+03
    6     6     3  -2.755396128524e+03
    7     7     4  -2.755431088852e+03
    8     8     4  -2.755484844851e+03
    9     9     5  -2.755477149763e+03
   10    10     5  -2.755466608917e+03
   11    11     6  -2.755458000887e+03
   12    12     7  -2.755470549035e+03
   13    13     7  -2.755465479865e+03
   14    14     8  -2.755463340711e+03
   15    15     8  -2.755468450747e+03
   16    16     9  -2.755468245780e+03
