 kx | ky | kz | Total energy (eV / atom)
    3     3     3  -2.008447943268e+03
    4     4     4  -2.008524603653e+03
    5     5     5  -2.008451331096e+03
    6     6     6  -2.008442522163e+03
    7     7     7  -2.008470398755e+03
    8     8     8  -2.008459534764e+03
    9     9     9  -2.008457424103e+03
   10    10    10  -2.008462764836e+03
   11    11    11  -2.008463365352e+03
