 kx | ky | kz | Total energy (eV / atom)
    2     2     1  -5.684118655897e+03
    3     3     1  -5.683791613173e+03
    4     4     2  -5.685041985188e+03
    4     4     2  -5.685041982777e+03
    5     5     2  -5.684805803524e+03
    6     6     3  -5.684907189987e+03
    7     7     3  -5.684942656321e+03
    8     8     4  -5.684899222854e+03
    9     9     4  -5.684886532639e+03
   10    10     5  -5.684921839335e+03
   11    11     5  -5.684903092574e+03
   12    12     6  -5.684910833619e+03
   13    13     6  -5.684920811426e+03
   14    14     6  -5.684901838433e+03
   15    15     7  -5.684916529937e+03
   16    16     7  -5.684915485521e+03
   17    17     8  -5.684910035734e+03
