 kx | ky | kz | Total energy (eV / atom)
    3     3     3  -2.421719318709e+03
    4     4     4  -2.421821183104e+03
    5     5     5  -2.421741922670e+03
    6     6     6  -2.421776831005e+03
    7     7     7  -2.421751684396e+03
    8     8     8  -2.421761478962e+03
    9     9     9  -2.421757536699e+03
   10    10    10  -2.421762755079e+03
   11    11    11  -2.421764493674e+03
   12    12    12  -2.421764164768e+03
