 kx | ky | kz | Total energy (eV / atom)
    3     3     2  -4.159525758259e+03
    4     4     2  -4.160144645491e+03
    5     5     3  -4.159899600482e+03
    6     6     3  -4.160013164285e+03
    7     7     4  -4.160012022046e+03
    8     8     4  -4.159970801353e+03
    9     9     5  -4.159985096450e+03
   10    10     5  -4.159975540737e+03
   11    11     6  -4.159973836936e+03
   12    12     6  -4.159983850870e+03
   13    13     7  -4.159981165825e+03
   14    14     8  -4.159982564916e+03
   15    15     8  -4.159984687865e+03
   16    16     9  -4.159982399538e+03
