 kx | ky | kz | Total energy (eV / atom)
    3     3     2  -1.537565247832e+03
    4     4     2  -1.537484812063e+03
    5     5     3  -1.537524093057e+03
    6     6     3  -1.537502147467e+03
    7     7     4  -1.537531746063e+03
    8     8     4  -1.537536944047e+03
    9     9     5  -1.537532172136e+03
