 kx | ky | kz | Total energy (eV / atom)
    3     3     3  -1.770172934362e+03
    4     4     4  -1.770713539487e+03
    5     5     5  -1.770619764963e+03
    6     6     6  -1.770575539895e+03
    7     7     7  -1.770546199513e+03
    8     8     8  -1.770602694065e+03
    9     9     9  -1.770588759576e+03
   10    10    10  -1.770562724077e+03
   11    11    11  -1.770581068622e+03
   12    12    12  -1.770582527212e+03
   13    13    13  -1.770579389339e+03
   14    14    14  -1.770577585650e+03
   15    15    15  -1.770580566446e+03
   16    16    16  -1.770585488683e+03
   17    17    17  -1.770581349610e+03
   18    18    18  -1.770580456612e+03
